	A21	A22	AC1	AC2	AC3	A23
NM_018070	11251	11431	15428	16424	14896	10176
NM_001009955	11251	11431	15428	16424	14896	10176
NM_015547	1798	1485	3063	3037	3081	1539
NR_037641	2951	3013	2784	4420	4278	2698
NR_037639	2951	3013	2784	4420	4278	2698
NR_037640	2951	3013	2784	4420	4278	2698
NM_145716	11251	11431	15428	16424	14896	10176
NM_006252	58	16	95	415	238	37
NM_001278544	1	4	1	6	2	2
NM_001278543	1	4	1	6	2	2
NM_003713	165	70	733	987	746	45
NM_000066	1	4	1	6	2	2
NM_001004303	83	69	34	89	41	65
NR_104365	0	0	0	0	0	0
NR_104364	0	0	0	0	0	0
NR_104363	0	0	0	0	0	0
NR_104362	0	0	0	0	0	0
NR_110626	3	14	16	82	56	43
NM_145243	1256	1736	2257	2719	2914	1453
NM_001278224	1618	1398	1698	1585	2072	1367
NM_015888	80	79	203	298	72	37
NM_001244714	2948	2688	3493	2863	4298	2348
NR_110628	116	104	55	89	157	100
NM_176877	7049	7303	4591	8353	8077	8121
NM_181712	62	75	63	85	36	95
NM_001272000	9598	12455	9270	9969	14554	9951
NM_001271999	9598	12455	9270	9969	14554	9951
NR_038252	159	119	102	350	120	83
NM_178221	1673	1708	2016	1683	2389	2056
NM_033407	9598	12455	9270	9969	14554	9951
NM_001272001	9598	12455	9270	9969	14554	9951
NM_032852	1673	1708	2016	1683	2389	2056
NM_001172819	3682	3561	4248	5376	6712	2765
NM_001172818	1844	1603	2234	2037	2866	1312
NM_002633	3820	3761	4462	6570	6875	2970
NM_001083592	161	369	1366	1153	1198	158
NM_005012	164	373	1544	1302	1247	163
NM_203464	2478	3043	5316	7501	5603	3018
NM_001005353	2467	3010	5267	7284	5197	2958
NM_002227	3680	4944	8791	12130	12195	4628
NM_013410	2367	2948	4807	6193	5016	2850
NM_014787	642	1201	3122	2084	3303	711
NM_018211	4925	6526	6177	5587	8479	5075
NM_001256864	380	758	2129	939	2362	392
NM_001256865	642	1201	3122	2084	3303	711
NM_001037341	1959	723	2460	3649	2698	648
NM_001037340	1874	647	2385	3340	2615	590
NM_002600	1959	723	2460	3649	2698	648
NM_001297441	1884	700	2409	3462	2640	597
NM_001297440	1959	723	2460	3649	2698	648
NM_144701	25	54	60	87	60	41
NM_152665	0	1	1	7	1	6
NM_015139	3664	4382	2749	4514	4817	3178
NM_015640	11341	11963	11811	9470	15328	10372
NM_207014	2381	2420	3026	3175	3905	2179
NM_001018068	11341	11963	11811	9470	15328	10372
NM_001018067	11341	11963	11811	9470	15328	10372
NM_024763	2472	2540	3038	3299	3929	2202
NM_001018069	11341	11963	11811	9470	15328	10372
NM_024911	403	440	5035	5847	7228	330
NM_001114120	3807	4898	8290	8160	12585	4167
NM_018841	5171	4917	9747	8643	11259	5092
NM_001193334	403	440	5035	5847	7228	330
NM_017779	3807	4898	8290	8160	12585	4167
NR_040077	1414	1464	7044	6450	7714	1272
NM_001002292	573	628	5828	6753	8416	359
NR_023916	6	34	38	345	187	10
NM_017768	1329	1717	3497	2523	3880	1525
NM_030816	4716	4710	6637	7438	9564	5007
NR_046217	1348	976	802	513	1890	819
NM_198717	144	103	4366	2803	5614	196
NM_198716	144	103	4366	2803	5614	196
NM_198714	144	103	4366	2803	5614	196
NR_028294	144	103	4366	2803	5614	196
NR_028293	144	103	4366	2803	5614	196
NR_028292	144	103	4366	2803	5614	196
NM_198718	115	81	3886	2603	5187	127
NM_001126044	115	81	3886	2603	5187	127
NR_110676	1	1	1	4	9	9
NM_001112808	1121	2095	2227	2443	2776	1413
NM_001105659	251	294	613	534	1029	437
NM_015978	421	572	250	280	236	612
NM_001199327	1087	1874	2141	2295	2697	1176
NM_001002912	6	42	9	36	48	126
NM_002440	2605	3249	4981	6627	5501	2790
NM_152697	241	260	214	804	472	384
NM_001130058	241	260	214	805	473	394
NM_030965	190	202	155	295	328	152
NM_198549	2154	2986	2996	3475	6411	2356
NM_015534	9546	10586	10803	8798	13064	9232
NM_001172309	5656	6420	7622	5450	8021	6425
NM_174858	1544	2065	1731	2690	2268	2005
NM_012093	1544	2038	1731	2690	2268	1992
NM_001270384	2154	2986	2996	3475	6411	2356
NM_017655	130	91	42	66	91	79
NM_001304725	130	91	42	66	92	81
NM_144573	5656	6420	7622	5450	8021	6425
NM_022159	1120	1987	68	86	210	1852
NR_027310	48	199	117	72	165	126
NR_125940	8	21	8	10	11	4
NR_125941	8	21	8	10	11	4
NM_001297704	58061	70580	2949	3493	9422	63776
NM_001297705	57458	69552	2871	3224	9249	62842
NM_012302	57458	69552	2871	3224	9249	62842
NM_001297706	57458	69552	2871	3224	9249	62842
NM_182948	2202	1945	1694	2259	2061	1661
NM_024686	1466	1863	2379	3281	3018	1490
NM_001242861	1825	1580	1181	1602	1276	1261
NR_049805	1123	1463	1333	529	1563	1467
NM_001134664	524	424	605	547	1094	515
NM_001134663	564	446	711	559	1446	577
NM_002731	4370	4308	3373	3668	5221	4204
NM_001010971	1259	1079	1426	2652	2490	1137
NM_001242857	1825	1629	1182	1642	1283	1262
NM_001242858	1825	1629	1182	1642	1283	1262
NM_001242860	1825	1580	1181	1602	1276	1261
NM_001242859	1825	1629	1182	1642	1283	1262
NM_001242862	971	949	799	568	868	864
NR_119375	970	1188	255	178	552	956
NR_119374	440	612	35	61	207	476
NM_153259	923	1363	2384	2467	2289	1377
NR_024113	2684	2745	1728	2849	4254	2490
NM_001288563	300	217	178	193	297	339
NM_012152	2019	2448	4542	3714	6447	2363
NR_125761	61	182	429	1092	694	133
NM_145172	300	217	178	193	297	339
NM_012137	4736	6363	382	586	894	5369
NM_198077	2684	2745	1728	2849	4254	2490
NM_006536	6	131	5	20	36	127
NM_152890	413	331	291	390	365	359
NM_001134492	9150	11475	5447	4980	7846	10328
NM_012262	9706	12307	5666	5187	8713	11303
NM_001290053	359	527	17	25	54	455
NM_001134476	4266	4868	2705	3951	4442	4305
NM_052941	0	0	2	3	2	1
NM_002053	41	52	123	112	92	117
NM_015350	1687	1936	1337	1074	2139	2077
NM_006256	9833	10584	5455	4843	7615	10228
NM_001134479	8992	8086	7901	5967	9343	8810
NM_018103	8466	7586	7457	5481	8951	8331
NM_001017975	176945	189821	120631	302469	128140	191591
NM_005665	5935	6532	4576	4825	5908	6479
NM_024813	5931	6565	3347	3405	5019	6072
NM_001164473	2973	3521	1275	1587	1300	3611
NM_001164393	6079	6507	4072	3492	4664	6291
NM_206886	5281	7189	4413	5404	6230	6326
NM_007358	6079	6507	4072	3492	4664	6291
NM_003567	1490	1897	1289	1928	1033	1679
NM_001164392	6079	6507	4072	3492	4664	6291
NM_001164391	6079	6507	4072	3492	4664	6291
NM_017737	2973	3521	1275	1587	1300	3611
NM_001261409	1414	1896	1288	1769	920	1643
NM_001261408	6658	7344	5513	8292	7496	7993
NM_001024948	2973	3521	1275	1587	1300	3611
NM_001114106	3025	2230	1386	1336	1522	2227
NM_001258340	3025	2230	1386	1336	1522	2227
NM_001122674	2255	2647	1553	1505	2246	2288
NM_001301079	3002	2230	1386	1336	1522	2214
NM_002858	3402	3916	2303	2304	3237	3572
NM_000350	209	66	186	131	110	109
NM_001258343	3025	2230	1386	1336	1522	2227
NM_001258342	3025	2230	1386	1336	1522	2227
NM_001258341	3025	2230	1386	1336	1522	2227
NM_152369	3002	2230	1386	1336	1522	2214
NR_104131	364	295	647	245	278	451
NM_001199691	4076	4857	2231	3502	3909	5045
NR_125948	1678	2059	894	1205	1872	2432
NR_125949	1678	2059	894	1205	1872	2432
NR_033966	0	1	3	0	1	2
NM_021190	9938	13719	6033	4307	10115	12096
NM_001300985	9938	13719	6033	4307	10115	12096
NM_001300986	9938	13719	6033	4307	10115	12096
NM_001300987	9938	13719	6033	4307	10115	12096
NM_001300988	9938	13719	6033	4307	10115	12096
NM_001300989	9938	13719	6033	4307	10115	12096
NM_001300990	9938	13719	6033	4307	10115	12096
NR_110693	13	20	93	109	27	40
NR_125357	9938	13719	6033	4307	10115	12096
NR_125356	9305	12820	5263	2605	9360	11333
NM_000110	10623	13466	776	1230	2219	11189
NM_001160301	3061	4382	172	212	500	3866
NR_046590	1742	2401	145	262	469	2148
NR_033716	9443	12282	408	471	1286	9923
NM_152238	9443	12282	408	471	1286	9923
NR_033940	114	111	101	125	123	189
NR_046088	3654	3981	135	158	469	3015
NM_015976	9443	12282	408	471	1286	9923
NM_014839	14	56	3	24	18	90
NM_017734	255	42	12	39	28	218
NM_033055	4795	5284	3059	2581	3539	4574
NM_001166252	14	56	3	24	18	90
NM_001199834	0	0	0	0	2	9
NM_003672	7237	8942	4800	4622	6170	7036
NM_080682	0	0	0	0	2	9
NM_001078	0	0	0	0	2	9
NM_033313	5800	7201	3993	3977	5199	5761
NM_033312	6751	8048	4447	4147	5624	6397
NM_001288823	1607	1871	78739	44051	110594	1487
NR_110211	1607	1871	78739	44051	110594	1487
NR_110210	1607	1871	78739	44051	110594	1487
NM_058170	1607	1871	78739	44051	110594	1487
NM_001190709	4232	5421	131929	77843	188258	4149
NM_080629	4232	5421	131929	77843	188258	4149
NM_001854	4232	5421	131929	77843	188258	4149
NM_080630	4232	5421	131929	77843	188258	4149
NM_001008218	0	0	0	0	0	0
NM_004038	0	0	0	0	0	0
NM_001008221	0	0	0	0	0	0
NM_017619	2372	2378	3239	2623	5014	2086
NM_001008219	0	0	0	0	0	0
NM_006113	1010	1506	170	213	306	1313
NM_001079874	703	1191	52	54	124	831
NR_046653	30	14	11	47	9	54
NM_007269	3518	3465	2717	2925	3469	3438
NM_020775	298	258	141	839	360	286
NM_001010985	75	120	12	139	32	244
NM_001142551	1542	1288	1298	2039	1832	1592
NM_014969	1542	1288	1298	2039	1832	1592
NM_013296	3283	3542	2993	2987	2855	3479
NM_001142550	1542	1288	1298	2039	1832	1592
NM_001267048	298	258	141	839	360	286
NM_001265613	75	120	12	139	32	244
NM_001284352	298	258	141	839	360	286
NM_146421	511	563	556	620	793	446
NM_001039574	179	132	945	1144	886	133
NM_001201545	4079	5080	4028	4193	5069	4346
NM_000561	511	563	556	620	793	446
NR_036437	179	132	945	1144	886	133
NM_022768	4079	5080	4028	4193	5069	4346
NM_004978	179	132	945	1144	886	133
NM_178454	3983	4780	1857	2478	2488	3392
NM_001302680	326	179	297	1135	249	207
NM_001081976	326	179	297	1135	249	207
NM_004980	132	51	96	294	301	85
NM_172198	132	51	96	294	301	85
NM_018704	1264	1222	801	1730	1949	1312
NM_017744	5851	6381	3742	4225	5358	5555
NM_138728	5851	6381	3742	4225	5358	5555
NM_138727	5851	6381	3742	4225	5358	5555
NM_138729	4801	5389	3308	3865	4711	4852
NM_001142782	4887	5731	1729	1329	2274	4195
NR_103746	207	176	117	280	175	146
NM_014813	3356	3836	2750	3322	3063	3482
NM_152900	4887	5731	1729	1329	2274	4195
NM_198459	333	346	446	667	333	448
NM_205848	4	1	4	28	3	10
NM_001256404	333	346	446	667	333	448
NM_001010922	75	31	11	78	40	18
NM_033020	7999	9505	4456	5903	6148	9062
NM_001270805	4	1	4	28	3	10
NR_037864	445	165	207	457	391	531
NM_015906	7999	9505	4456	5903	6148	9062
NR_125965	690	448	666	909	1339	785
NM_003176	118	59	108	118	116	88
NR_104211	118	59	108	118	116	88
NM_001232	89	9	16	39	153	13
NM_001282541	118	59	108	118	116	88
NM_002506	2	5	20	6	15	6
NM_005725	10	5	29	3	22	0
NM_001282542	118	59	108	118	116	88
NM_018420	227	232	835	1276	960	175
NM_001767	0	1	0	16	4	4
NM_001542	412	205	494	1172	758	539
NM_000701	5388	5476	3505	3482	4554	5460
NM_001007237	433	207	615	1532	910	596
NM_004258	356	562	98	207	404	399
NM_001256111	356	562	98	207	404	399
NM_001256109	356	562	98	207	404	399
NM_001256106	356	562	98	207	404	399
NM_024626	69	13	19	32	47	40
NM_006699	4948	6800	2871	3252	4096	5358
NM_001253850	69	13	19	32	47	40
NM_001253849	69	13	19	24	47	38
NR_045604	69	13	19	32	47	40
NR_045603	69	13	19	32	47	40
NR_110786	1241	1695	850	1039	1196	1380
NM_206996	2750	2277	1102	378	2137	2556
NM_016527	2	3	0	14	3	16
NM_201263	2139	2818	1734	2088	2646	2800
NM_001005783	2	3	0	14	3	16
NM_015836	2139	2818	1734	2088	2646	2800
NR_125975	4698	4701	3828	4463	5454	5061
NM_001100910	2759	2654	4953	4689	5409	2650
NR_104189	3774	4425	5281	3972	6057	4142
NR_111953	4744	5267	2670	2951	3855	5194
NR_111952	4744	5267	2670	2951	3855	5194
NR_111951	4744	5267	2670	2951	3855	5194
NR_024511	4730	5399	2672	2887	3857	5235
NR_024510	4730	5399	2672	2887	3857	5235
NR_024584	4875	5543	2703	2983	3897	5363
NR_109754	4730	5399	2672	2887	3857	5235
NM_001198832	6835	8422	3515	6124	5274	7718
NM_001195260	1290	1971	100	196	208	1514
NM_203458	10957	12182	12530	15195	16422	10720
NM_153713	2492	2751	3614	5143	4737	2759
NM_004892	1125	1571	1481	1291	2596	1469
NM_001195261	1100	1860	97	189	188	1349
NM_001002812	3636	4885	2985	5575	4473	4253
NM_022359	3244	4116	260	475	533	3657
NM_001198834	5124	6484	3391	5878	5015	5665
NM_014644	5124	6484	3391	5878	5015	5665
NM_014455	3998	4814	3551	4244	4218	4501
NM_001002810	1100	1860	97	189	188	1340
NM_001144829	305	573	1682	1076	1817	435
NM_001144830	304	573	1676	1075	1673	391
NM_001461	304	573	1676	1075	1673	391
NM_001278141	7549	8427	8538	9546	10614	7731
NM_016334	7364	8340	3598	5823	5268	7508
NR_046188	3930	4504	4752	5440	5990	4090
NR_038423	117	226	141	107	189	207
NM_001101663	3019	3636	3291	3056	4004	3230
NM_004326	8746	10024	10420	10288	13276	10282
NM_183372	3930	4504	4752	5440	5990	4090
NR_110864	3930	4504	4752	5440	5990	4090
NR_120331	45	75	39	52	52	89
NM_001135789	3	0	4	0	0	1
NM_001143883	3	0	4	0	0	1
NR_111934	229	493	57	32	49	391
NR_111933	229	493	57	32	49	391
NM_025150	2689	2251	3871	5035	4815	2138
NM_004436	2802	3179	5064	5096	4976	2847
NM_001279354	2600	2585	2570	3708	4081	2541
NM_001279353	3050	3115	3845	7038	6359	3055
NM_001199739	12	32	12	61	106	26
NM_001271896	2689	2251	3871	5035	4815	2138
NM_001271895	2689	2251	3871	5035	4815	2138
NM_001279355	2600	2585	2570	3708	4081	2541
NM_004079	12	32	12	61	106	26
NR_073514	2689	2251	3871	5035	4815	2138
NR_073513	2689	2251	3871	5035	4815	2138
NM_207168	1258	1708	3333	3475	2805	1501
NM_007259	3050	3115	3845	7038	6359	3055
NM_001297673	11900	13985	20579	27645	27583	12076
NM_001297674	11900	13985	20579	27645	27583	12076
NM_015203	11900	13985	20579	27645	27583	12076
NM_207044	2430	2805	4511	4778	4253	2418
NM_207043	2430	2805	4511	4778	4253	2418
NM_207042	2802	3179	5064	5096	4976	2847
NR_103998	2600	2585	2570	3708	4081	2541
NM_145796	11565	11918	15006	16861	18795	12290
NM_001126337	2417	2729	5068	7201	6602	2861
NM_001194938	11565	11918	15006	16861	18795	12290
NM_001194937	11565	11918	15006	16861	18795	12290
NM_020832	5728	5558	7970	11290	10508	5442
NM_207171	8669	8634	10994	9705	13419	8897
NM_030918	6678	5666	6436	7126	7774	5824
NM_015100	11565	11918	15006	16861	18795	12290
NM_005060	3	39	5	372	37	22
NM_001301317	2417	2729	5068	7201	6602	2861
NM_001304764	6970	6991	9571	15051	14776	6658
NM_001304763	5728	5558	7970	11290	10508	5442
NM_001001523	1	38	4	364	24	22
NM_020127	2417	2729	5068	7201	6602	2861
NR_103778	1075	1649	186	85	178	1672
NM_001159484	5595	4980	5968	9159	7489	5483
NM_207308	5595	4980	5968	9159	7489	5483
NM_020699	10048	9590	14570	17231	15214	9209
NM_001206612	8333	8682	9633	8762	12215	8988
NM_001244664	8333	8682	9633	8762	12215	8988
NM_015607	8333	8682	9633	8762	12215	8988
NM_000565	111	270	1073	2651	2150	191
NM_002249	403	554	395	539	276	496
NM_001206866	68	154	803	1904	1723	110
NM_020524	707	609	2403	3333	2373	878
NM_170782	219	358	314	528	175	357
NM_181359	111	270	1073	2651	2150	191
NM_001204087	403	554	395	539	276	496
NM_004952	1187	1251	3225	6838	4001	1145
NM_018489	16491	17341	18497	22777	25654	15683
NM_170707	3173	2937	4270	7844	5679	2613
NM_001257374	1319	1571	1542	2292	1546	1326
NM_001282625	5628	5230	5591	11336	7949	5293
NM_001282626	3173	2937	4270	7844	5679	2613
NM_001282624	1261	1449	1157	1663	1269	1148
NR_046295	2960	2437	4212	5670	6049	2477
NR_046294	2960	2437	4212	5670	6049	2477
NR_046293	2960	2437	4212	5670	6049	2477
NR_046292	2960	2437	4212	5670	6049	2477
NM_005572	3115	2815	3885	7215	5402	2435
NM_001256533	2960	2437	4212	5670	6049	2477
NM_001256532	2960	2437	4212	5670	6049	2477
NM_018116	2960	2437	4212	5670	6049	2477
NR_024117	2883	2321	4152	5558	5916	2402
NM_152280	56	85	92	44	71	35
NM_170708	3173	2937	4270	7844	5679	2613
NM_144702	2437	2424	3362	5182	2837	2519
NM_178229	3724	4603	6365	7686	4410	4097
NM_005973	8006	7822	8500	8569	9626	7253
NM_031282	2	2	5	4	18	17
NM_005894	0	2	0	0	0	0
NM_003126	17	3	7	36	13	4
NM_001206567	11	58	14	28	41	8
NM_005531	11	58	14	28	41	8
NM_001004310	0	26	1	0	4	0
NM_020789	306	351	492	872	338	311
NM_001284217	0	26	1	2	4	0
NM_001135050	306	351	492	872	338	311
NM_002241	278	155	397	204	493	141
NM_001231	136	285	98	474	298	208
NM_001098398	6938	6636	10414	8720	11776	7145
NM_004371	6938	6636	10414	8720	11776	7145
NM_001166664	9	3	71	23	23	26
NM_001166663	9	3	71	23	23	26
NM_016382	9	3	71	23	23	26
NM_012394	2676	2832	3516	6597	4791	2734
NM_007348	6492	8584	14045	11003	20956	7511
NM_014697	506	469	662	990	854	269
NM_001164757	506	469	662	990	854	269
NM_145697	1398	2521	3923	2956	4925	2029
NM_031423	1398	2521	3923	2956	4925	2029
NM_006182	24267	25317	46389	41633	70033	23684
NM_001014796	24267	25317	46389	41633	70033	23684
NM_001254748	4196	5218	4168	4723	6637	4701
NR_026744	60	15	55	34	24	18
NM_177398	35	72	29	32	15	28
NM_001174069	35	72	29	32	15	28
NR_033824	0	0	0	0	0	0
NM_001256570	4	3	0	57	3	11
NM_006917	4	3	0	57	3	11
NR_002925	3	2	2	29	13	5
NM_001017961	152	196	1110	727	906	211
NM_012474	22509	22814	32190	35754	35156	22278
NM_052862	127	118	43	75	42	69
NM_002697	14102	16708	15790	12649	22656	16207
NM_001286378	34	8	4	203	20	53
NR_037163	14102	16708	15790	12649	22656	16201
NM_032858	2	5	2	16	7	1
NM_001286377	2	5	2	16	7	1
NM_001198786	14102	16708	15790	12649	22656	16207
NM_001198783	5318	6578	6183	4161	9995	5536
NM_018442	14483	17545	16189	15128	23664	15520
NM_001143674	2142	2561	3781	5926	4987	2778
NM_001198956	14483	17545	16189	15128	23664	15520
NM_001198957	14483	17545	16189	15128	23664	15520
NM_015415	2142	2561	3781	5926	4987	2778
NM_001937	3	3	2	15	28	10
NM_152902	1578	1591	2829	4801	4433	1504
NM_001017977	14483	17545	16189	15128	23664	15520
NR_026550	1500	1477	1707	1936	2343	1598
NM_001677	169	432	1112	1362	1496	409
NM_003666	1504	1681	3163	3023	3355	1936
NM_013330	1743	1437	3462	2654	4558	1751
NM_197972	1743	1437	3462	2654	4558	1751
NR_104229	1743	1437	3462	2654	4558	1751
NR_104091	41	35	171	210	84	98
NM_006902	18	307	16	109	45	189
NM_022716	18	307	16	109	45	189
NM_014970	1568	1585	3291	3103	4290	1621
NM_001136107	20	7	5	16	31	21
NM_001204514	1568	1585	3291	3103	4290	1621
NM_001204517	1315	1394	2865	1899	3811	1436
NM_001204516	1568	1585	3291	3103	4290	1621
NM_002022	378	376	501	804	642	361
NM_001185127	1864	2499	3690	6651	5030	2223
NM_003762	1864	2499	3690	6651	5030	2223
NR_033704	1864	2499	3690	6651	5030	2223
NM_001460	1	13	4	7	15	0
NM_001301347	1	13	4	7	15	0
NR_125960	2227	1744	3020	2596	4667	1932
NM_001300850	6322	6885	6287	5810	8736	6143
NM_001300852	6322	6885	6287	5810	8736	6143
NM_001300851	6322	6885	6287	5810	8736	6143
NM_018122	5028	5941	7619	9558	10682	5446
NM_172071	6322	6885	6287	5810	8736	6143
NM_178527	482	599	155	576	717	578
NR_037845	5564	4460	9227	9374	11070	5073
NM_001007214	5009	5480	6079	9118	8348	4880
NM_014412	4868	5327	5476	8540	7842	4656
NM_001035230	1157	1613	1408	1183	1640	1326
NM_014857	16373	19636	23304	17326	27126	18657
NM_001243763	1238	1616	1543	1240	1877	1391
NM_001243765	4492	5681	6378	6023	8119	5504
NM_003285	64	36	73	107	165	89
NM_004319	104	119	21	73	28	32
NM_021936	54	86	36	44	63	63
NM_207108	104	119	20	73	27	26
NM_001286164	105	119	21	73	31	32
NM_020318	146	126	94	101	119	146
NR_037167	606	352	410	899	1059	582
NM_001168236	6804	7780	7134	7836	8282	7810
NM_152663	7377	8853	564	894	1708	7652
NM_004841	4180	5246	4619	3682	5408	4356
NM_001168237	6804	7780	7134	7836	8282	7810
NM_007314	6804	7780	7134	7836	8282	7810
NM_001136001	5196	6210	5203	6656	6543	6234
NM_014864	5495	6207	8556	9650	10294	5740
NM_001168238	6804	7780	7134	7836	8282	7810
NM_001286247	7377	8853	564	894	1708	7652
NM_144696	1052	981	1230	3200	2800	797
NM_014810	8230	10613	10031	9551	12385	9853
NR_073544	885	970	1146	2786	2592	712
NM_001199091	75	57	60	110	47	90
NM_001199089	75	57	60	110	47	90
NM_022347	5069	6029	4891	4708	6851	5153
NM_145034	7292	9136	7315	6697	9749	7961
NM_001199260	7292	9136	7315	6697	9749	7961
NM_173533	75	57	60	110	47	90
NM_033343	6004	7040	5359	5574	7167	5892
NM_001199085	75	57	60	110	47	90
NM_001195035	714	468	1687	2149	2457	647
NM_001194999	714	468	1687	2149	2457	647
NM_001195000	714	468	1687	2149	2457	647
NM_004736	9707	11056	11726	11063	17462	10447
NM_001135669	9707	11056	11726	11063	17462	10447
NM_001531	714	468	1687	2149	2457	647
NM_001205294	14	13	73	105	100	43
NM_000721	14	13	73	105	100	43
NM_001205293	14	13	73	105	100	43
NR_104175	80	50	28	141	70	54
NM_002293	10016	12003	7199	6511	9427	10677
NM_001357	29243	35574	30491	26528	40353	34126
NM_015039	182	113	577	1177	1198	124
NR_033302	29243	35574	30491	26528	40353	34126
NM_170706	83	62	298	459	664	31
NM_052965	3752	3803	4870	6807	9150	3487
NM_001127394	3752	3803	4870	6807	9150	3487
NM_001300764	3752	3803	4870	6807	9150	3487
NM_001300766	3752	3803	4870	6807	9150	3487
NR_125335	3752	3803	4870	6807	9150	3487
NM_015149	2339	2716	1288	1264	1166	2580
NM_001297670	2339	2716	1288	1264	1166	2580
NM_001297669	2339	2716	1288	1264	1166	2580
NM_001297671	1508	1496	724	627	645	1583
NM_001297672	1508	1496	724	627	645	1583
NR_023349	3752	3803	4870	6807	9150	3487
NM_052966	684	943	15160	17625	23811	763
NM_001105518	2289	2014	3205	2612	3273	1710
NM_025191	3677	4390	4665	6101	5764	3923
NM_017673	2289	2014	3205	2612	3273	1710
NM_001164246	3363	4526	3113	3293	4977	3891
NM_001164245	3363	4526	3113	3293	4977	3891
NM_017847	3363	4526	3113	3293	4977	3891
NR_046941	699	1233	1096	1021	1476	994
NR_031642	17765	21215	19874	18362	30611	18007
NM_031935	652	349	432	468	461	331
NM_024420	643	988	150	314	322	982
NR_126347	5048	5255	7782	4749	11859	4809
